v_id,Registration number,Vehicle make,Date of first registration,Year of manufacture,Cylinder capacity,CO_ emissions,Fuel type,Euro status,Real Driving Emissions (RDE),Export marker,Vehicle status,Vehicle colour,Vehicle type approval,Wheelplan,Revenue weight,Date of last V5C (logbook) issued
1,P11TTW,MAZDA,Dec-14,2014,2191 cc,136 g/km,"	DIESEL",Not available,Not available,No,Taxed,RED,M1,2 AXLE RIGID BODY,Not available,24-Sep-19
